City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,shache,38.4167,77.2406,297.12,15,100,2.64,CN,1715282639
363,sale,34.0389,-6.8166,299.06,53,100,1.54,MA,1715282641
364,kenora,49.8167,-94.4337,289.69,31,20,3.09,CA,1715282642
365,pasuquin,18.3328,120.6177,300.12,78,20,0.0,PH,1715282643
366,mongo,12.1844,18.693,307.77,13,100,0.33,TD,1715282644
367,puerto baquerizo moreno,-0.9,-89.6,301.7,61,40,7.72,EC,1715282645
368,alice springs,-23.7,133.8833,284.9,94,100,0.0,AU,1715282646
369,kidal,18.4411,1.4078,311.56,7,0,3.27,ML,1715282647
370,kismayo,-0.3582,42.5454,299.93,85,18,5.97,SO,1715282648
371,codrington,-38.2667,141.9667,286.13,89,100,2.54,AU,1715282649
372,tuzha,57.6062,47.936,272.05,85,100,7.19,RU,1715282650
373,kill devil hills,36.0307,-75.676,302.15,60,40,4.12,US,1715282651
374,mount isa,-20.7333,139.5,292.02,88,0,4.63,AU,1715282652
375,verkhnevilyuysk,63.4453,120.3167,268.81,78,10,2.56,RU,1715282653
376,lensk,60.7253,114.9278,272.28,89,91,1.53,RU,1715282654
377,tirumullaivasal,11.2333,79.8333,302.43,79,100,4.31,IN,1715282655
378,codajas,-3.8367,-62.0569,305.92,55,72,1.86,BR,1715282656
379,vilyuchinsk,52.9306,158.4028,277.55,76,7,4.24,RU,1715282657
380,boonville,38.9736,-92.7432,296.83,46,0,6.69,US,1715282658
381,castro alves,-12.7656,-39.4283,300.88,64,80,4.36,BR,1715282659
382,baki,-7.6128,110.7839,297.32,92,15,0.36,ID,1715282659
383,sherghati,24.5667,84.7833,300.73,49,99,4.44,IN,1715282660
384,plettenberg bay,-34.0527,23.3716,287.09,87,0,1.39,ZA,1715282661
385,loa janan,-0.583,117.095,296.13,96,99,0.29,ID,1715282662
386,porto franco,-6.3383,-47.3992,305.65,54,67,2.58,BR,1715282663
387,visakhapatnam,17.69,83.2093,302.09,72,99,2.75,IN,1715282664
388,sao joao da barra,-21.6403,-41.0511,303.2,84,0,5.8,BR,1715282665
389,klaksvik,62.2266,-6.589,280.66,77,100,8.12,FO,1715282666
390,malvan,16.0667,73.4667,300.82,79,1,4.52,IN,1715282667
391,canyon,34.9803,-101.9188,298.44,26,0,6.71,US,1715282667
392,qalat,32.1058,66.9083,295.62,37,30,0.35,AF,1715282668
393,beira,-19.8436,34.8389,296.2,83,0,2.06,MZ,1715282669
394,metlili chaamba,32.2667,3.6333,296.67,20,0,3.6,DZ,1715282670
395,kapit,2.0167,112.9333,296.53,100,100,0.46,MY,1715282671
396,jaitaran,26.2031,73.9364,307.7,24,92,6.12,IN,1715282672
397,fort bragg,35.139,-79.006,301.38,66,20,5.14,US,1715282673
398,quang ngai,15.1167,108.8,296.0,91,49,2.37,VN,1715282674
399,kourou,5.1552,-52.6478,302.18,91,100,2.67,GF,1715282675
400,bidur,4.1167,101.2833,298.07,91,73,1.27,MY,1715282676
401,amroha,28.9167,78.4667,302.62,39,0,4.27,IN,1715282677
402,kambove,-10.8764,26.5969,289.27,73,5,1.57,CD,1715282678
403,magadan,59.5667,150.8,272.89,93,78,0.08,RU,1715282678
404,keflavik,64.0049,-22.5624,281.1,61,75,3.6,IS,1715282679
405,corinto,37.9407,22.9573,291.06,84,97,3.57,GR,1715282680
406,guiglo,6.5456,-7.4966,300.54,80,100,1.59,CI,1715282681
407,hobyo,5.3505,48.5268,302.41,81,100,5.37,SO,1715282682
408,kerikeri,-35.2268,173.9474,280.32,86,0,1.79,NZ,1715282683
409,puerto colombia,10.9878,-74.9547,299.2,72,99,1.97,CO,1715282684
410,imperatriz,-5.5264,-47.4917,306.18,58,75,2.06,BR,1715282685
411,birjand,32.8663,59.2211,290.41,51,0,3.09,IR,1715282687
412,csorna,47.6115,17.2501,288.14,75,1,3.59,HU,1715282688
413,grimmen,54.1121,13.0405,286.47,87,78,2.59,DE,1715282689
414,ighram,36.463,4.5053,285.03,69,0,2.74,DZ,1715282691
415,thunder bay,48.4001,-89.3168,285.14,43,20,5.14,CA,1715282692
416,maues,-3.3836,-57.7186,302.49,74,100,0.17,BR,1715282692
417,nyeri,-0.4201,36.9476,289.28,98,100,2.69,KE,1715282693
418,gibsonville,36.1057,-79.5423,299.92,67,20,4.12,US,1715282694
419,ouadda,8.0777,22.4007,299.72,21,64,0.29,CF,1715282695
420,amursk,50.2261,136.8994,278.7,80,8,0.88,RU,1715282696
421,laguna,38.421,-121.4238,301.66,23,0,5.66,US,1715282697
422,floriano,-6.7669,-43.0225,305.72,45,100,5.22,BR,1715282698
423,north bondi,-33.8824,151.2769,288.64,96,40,2.06,AU,1715282699
424,kosh-agach,50.0,88.6667,283.88,39,100,1.79,RU,1715282700
425,malango,-2.9627,119.9001,291.95,98,100,1.19,ID,1715282701
426,aykhal,66.0,111.5,260.39,98,100,2.13,RU,1715282702
427,igarka,67.4667,86.5833,272.6,99,100,5.81,RU,1715282702
428,la ronge,55.1001,-105.2842,293.27,24,75,7.72,CA,1715282703
429,qorveh,35.1664,47.8045,283.94,52,100,1.65,IR,1715282704
430,naze,28.3667,129.4833,292.66,74,92,3.66,JP,1715282705
431,kununurra,-15.7667,128.7333,292.14,88,7,1.03,AU,1715282706
432,baoqing,46.3317,132.2111,281.71,34,98,1.9,CN,1715282706
433,mogadishu,2.0371,45.3438,300.86,85,77,6.51,SO,1715282707
434,golden grove,-34.7833,138.7333,286.55,66,0,1.79,AU,1715282708
435,peskovka,59.0448,52.3606,270.68,90,100,5.39,RU,1715282709
436,castillos,-34.1667,-53.8333,287.63,63,0,2.64,UY,1715282710
437,egilsstadir,65.2653,-14.3948,282.1,40,0,4.12,IS,1715282711
438,nizhneudinsk,54.9076,99.0276,275.25,81,61,1.85,RU,1715282711
439,weno,7.4515,151.8468,302.1,77,100,8.53,FM,1715282712
440,san juan cosala,20.3,-103.3667,305.31,14,0,0.41,MX,1715282713
441,zhangye,38.9342,100.4517,290.08,44,100,4.12,CN,1715282714
442,san juan de miraflores,-12.1629,-76.9635,291.44,83,91,2.85,PE,1715282715
443,bonthe,7.5264,-12.505,302.27,77,99,4.04,SL,1715282716
444,luanda,-8.8368,13.2343,300.15,90,20,3.09,AO,1715282518
445,porto belo,-27.1578,-48.5531,295.12,86,100,6.59,BR,1715282717
446,mirnyy,62.5353,113.9611,270.5,77,90,2.68,RU,1715282718
447,santo antonio do ica,-3.1022,-67.9397,303.57,74,26,0.83,BR,1715282719
448,quellon,-43.1167,-73.6167,282.14,82,84,5.76,CL,1715282720
449,port douglas,-16.4833,145.4667,296.61,86,100,4.51,AU,1715282526
450,tsiombe,-25.3,45.4833,294.83,81,0,2.88,MG,1715282722
451,nuuk,64.1835,-51.7216,274.49,80,20,4.63,GL,1715282723
452,kalmunai,7.4167,81.8167,300.44,85,98,2.04,LK,1715282723
453,argo,37.6333,22.7333,288.78,72,97,2.53,GR,1715282725
454,coxen hole,16.3244,-86.5366,303.75,74,20,5.14,HN,1715282726
455,santa rosa,14.3122,121.1114,302.65,81,16,4.28,PH,1715282534
456,afaahiti,-17.75,-149.2833,301.08,77,88,5.61,PF,1715282728
457,aquiraz,-3.9014,-38.3911,303.25,78,96,4.64,BR,1715282729
458,xuddur,4.1213,43.8894,299.96,71,98,3.78,SO,1715282730
459,batangafo,7.3008,18.2833,305.48,31,92,1.98,CF,1715282731
460,manokwari,-0.8667,134.0833,299.97,80,100,1.77,ID,1715282732
461,waitara,-38.925,174.25,280.65,75,0,4.41,NZ,1715282733
462,hasaki,35.7333,140.8333,279.37,51,0,1.61,JP,1715282734
463,mimizan,44.2006,-1.2289,293.2,59,6,1.55,FR,1715282735
464,akureyri,65.6835,-18.0878,282.11,40,20,1.03,IS,1715282736
465,dinard,48.6314,-2.0614,291.47,78,0,2.57,FR,1715282737
466,blenheim,-41.516,173.9528,271.77,84,0,0.45,NZ,1715282636
467,la romana,18.4273,-68.9728,300.35,94,75,4.12,DO,1715282627
468,settat,33.0007,-7.6204,298.05,23,100,3.47,MA,1715282739
469,petropavlovka,50.6114,105.3196,277.57,63,9,4.87,RU,1715282740
470,selfoss,63.9331,-20.9971,283.17,46,72,2.85,IS,1715282741
471,eilat,29.5581,34.9482,303.06,15,0,2.57,IL,1715282742
472,santanyi,39.3546,3.1291,293.81,66,0,0.81,ES,1715282743
473,tirat karmel,32.7617,34.9719,296.9,80,0,1.54,IL,1715282744
474,ayabaca,-4.6398,-79.7149,290.93,69,57,2.73,PE,1715282745
475,palmer,42.1584,-72.3287,293.61,46,40,5.14,US,1715282716
476,tucuma,-0.1833,-50.05,301.81,82,100,2.07,BR,1715282747
477,kiruna,67.8557,20.2251,272.66,100,100,4.63,SE,1715282748
478,grosseto,42.8333,11.25,292.98,60,0,4.12,IT,1715282749
479,glubokoye,50.1456,82.3114,284.01,62,20,1.0,KZ,1715282749
480,garissa,-0.4536,39.6401,299.96,73,100,8.63,KE,1715282750
481,solnechnyy,50.7214,136.6319,277.06,85,0,2.42,RU,1715282751
482,colipapa,9.4726,122.5616,301.11,73,100,1.83,PH,1715282752
483,levuka,50.1834,-105.4011,293.05,32,20,8.23,CA,1715282753
484,kota bharu,6.1333,102.2386,301.12,89,40,1.54,MY,1715282754
485,aibak,36.2647,68.0155,292.39,78,100,0.5,AF,1715282755
486,talara,-4.5772,-81.2719,301.57,57,0,7.72,PE,1715282757
487,minas de marcona,-15.2119,-75.1103,293.16,56,8,6.42,PE,1715282759
488,singaraja,-8.112,115.0882,299.49,84,100,1.13,ID,1715282761
489,tyukhtet,56.5389,89.3011,280.25,66,100,3.36,RU,1715282762
490,oulad teima,30.3947,-9.209,293.75,53,100,6.32,MA,1715282762
491,genoa,44.4129,8.9573,293.04,64,100,2.24,IT,1715282743
492,ust-tsilma,65.441,52.1498,269.6,93,13,3.58,RU,1715282764
493,howrah,22.5892,88.3103,297.15,88,75,1.54,IN,1715282765
494,volokolamsk,56.0336,35.9694,274.01,62,85,3.46,RU,1715282765
495,mbala,-8.8402,31.3659,289.76,88,95,3.37,ZM,1715282766
496,soio,-6.1349,12.3689,299.26,88,11,4.21,AO,1715282767
497,alaghsas,17.0187,8.0168,310.05,9,100,2.52,NE,1715282768
498,sinop,41.7711,34.8709,284.43,97,100,2.04,TR,1715282769
499,conde,-7.2597,-34.9075,300.85,78,40,7.2,BR,1715282770
500,beruniy,41.6911,60.7525,290.13,34,0,4.12,UZ,1715282771
501,vuktyl,63.8567,57.3094,269.88,94,7,2.24,RU,1715282772
502,taulaga,-11.0553,-171.0883,302.28,74,97,3.32,AS,1715282773
503,tazacorte,28.629,-17.9293,294.9,80,20,6.69,ES,1715282774
504,bor,56.3567,44.0669,275.07,73,82,5.89,RU,1715282776
505,chernyshevskiy,63.0128,112.4714,263.81,94,19,1.69,RU,1715282777
506,sarkand,45.41,79.9186,292.66,20,3,3.97,KZ,1715282778
507,shenjiamen,29.9576,122.298,289.02,82,38,6.75,CN,1715282778
508,bom jardim,-7.7958,-35.5872,298.11,86,64,5.41,BR,1715282779
509,copparo,44.893,11.8249,292.62,67,100,2.8,IT,1715282780
510,zuunmod,47.7069,106.9528,272.72,78,36,7.5,MN,1715282781
511,port saint john's,-31.6229,29.5448,294.71,79,6,1.81,ZA,1715282782
512,axim,4.8699,-2.2405,301.25,80,100,2.77,GH,1715282783
513,olinda,-8.0089,-34.8553,302.0,79,40,4.63,BR,1715282784
514,sault ste. marie,46.5168,-84.3333,290.31,46,100,6.69,CA,1715282785
515,onega,63.9061,38.1404,271.52,79,100,9.14,RU,1715282786
516,zakharivka,47.3333,29.75,287.23,57,100,4.59,UA,1715282786
517,pucheng,27.9233,118.5333,290.08,90,100,0.97,CN,1715282787
518,elko,41.0002,-115.5012,288.16,37,100,7.6,US,1715282788
519,korla,41.7597,86.1469,294.04,18,0,1.53,CN,1715282789
520,betio village,1.358,172.9211,301.17,76,6,2.02,KI,1715282790
521,cockburn town,21.4612,-71.1419,298.56,73,1,5.25,TC,1715282790
522,agat village,13.3886,144.6585,301.21,89,0,3.6,GU,1715282791
523,manicore,-5.8092,-61.3003,304.56,59,96,1.3,BR,1715282792
524,auki,-8.7676,160.7034,298.13,92,100,2.55,SB,1715282793
525,yendi,9.4427,-0.0099,305.41,43,100,2.37,GH,1715282794
526,yaransk,57.3033,47.8861,272.12,83,100,8.01,RU,1715282795
527,ambon,-3.6954,128.1814,300.3,15,40,2.06,ID,1715282796
528,manta,-0.95,-80.7333,304.03,66,75,3.09,EC,1715282797
529,langsa,4.4683,97.9683,298.02,95,100,0.57,ID,1715282798
530,rongelap,11.1635,166.8941,300.14,80,55,8.9,MH,1715282799
531,meridian,43.6121,-116.3915,292.03,45,0,4.63,US,1715282800
532,bonanza,14.0289,-84.591,306.57,46,97,3.09,NI,1715282801
533,guasdualito,7.2424,-70.7324,298.13,100,75,1.03,VE,1715282802
534,chadan,51.2833,91.5833,283.87,50,12,1.77,RU,1715282803
535,kristiansund,63.1115,7.732,280.18,70,100,2.06,NO,1715282804
536,frontera,26.9333,-101.45,315.01,9,0,2.24,MX,1715282804
537,khovd,48.0056,91.6419,285.75,36,5,2.13,MN,1715282805
538,brisas de zicatela,15.8369,-97.0419,302.44,74,40,5.14,MX,1715282806
539,ippy,6.2679,21.2247,299.83,65,100,3.13,CF,1715282807
540,phnom penh,11.5625,104.916,301.1,89,40,1.54,KH,1715282808
541,kailua-kona,19.6406,-155.9956,299.42,76,40,3.09,US,1715282808
542,saint-philippe,-21.3585,55.7679,296.92,79,65,8.52,RE,1715282809
543,asahikawa,43.7678,142.3703,280.71,81,100,4.63,JP,1715282810
544,chengde,40.9725,117.9361,287.02,58,100,1.26,CN,1715282811
545,kivioli,59.3531,26.9711,276.38,91,56,2.99,EE,1715282813
546,tavda,58.0425,65.2726,274.39,77,0,2.52,RU,1715282815
547,sainte-anne-des-monts,49.124,-66.4924,283.08,46,63,3.09,CA,1715282816
548,port blair,11.6667,92.75,302.42,75,99,1.79,IN,1715282817
549,balqash,46.8481,74.995,293.67,38,100,3.33,KZ,1715282818
550,wynyard,-41.0,145.7167,285.76,82,100,4.71,AU,1715282819
551,rengo,-34.4167,-70.8667,288.33,50,100,1.33,CL,1715282820
552,jiuquan,39.7432,98.5174,285.4,71,100,9.54,CN,1715282821
553,douglas,41.3,-96.167,293.64,60,75,7.72,US,1715282823
554,eyl,7.9803,49.8164,302.34,81,82,4.23,SO,1715282824
555,acapulco de juarez,16.8634,-99.8901,302.05,70,0,3.6,MX,1715282709
556,ocean shores,46.9737,-124.1563,296.18,73,0,3.6,US,1715282663
557,biloela,-24.4167,150.5,290.83,84,97,4.06,AU,1715282827
558,popilnia,49.9665,29.4435,280.95,66,18,2.75,UA,1715282828
559,boa vista,2.8197,-60.6733,298.14,94,75,1.54,BR,1715282829
560,kandava,57.0409,22.7747,280.18,95,100,2.7,LV,1715282831
561,fallon,39.4735,-118.7774,290.08,42,40,0.0,US,1715282811
562,yambio,4.5721,28.3955,294.35,97,100,3.12,SS,1715282833
563,villa gesell,-37.2639,-56.973,287.65,40,8,4.3,AR,1715282834
564,villa emilio carranza,19.9667,-96.6,311.04,37,32,7.64,MX,1715282836
565,bontang,0.1333,117.5,299.45,86,100,1.3,ID,1715282836
566,mil'kovo,55.6078,37.7956,276.12,62,50,3.5,RU,1715282837
567,ar rutbah,33.0381,40.2848,296.72,17,6,6.61,IQ,1715282838
568,bathsheba,13.2167,-59.5167,304.49,70,20,6.69,BB,1715282839
569,mount pearl,47.5166,-52.7813,281.66,73,75,3.09,CA,1715282840
570,qarazhal,48.0078,70.7903,291.49,48,100,5.81,KZ,1715282840
571,gisborne,-38.6533,178.0042,284.68,63,100,10.66,NZ,1715282841
572,turuntayevo,52.2,107.6167,278.2,93,37,2.62,RU,1715282842
